state_code,state_name,rto_code,full_rto_code,registration_prefix,city
UP,Uttar Pradesh,56,UP-56,UP56,Mahrajganj
UP,Uttar Pradesh,57,UP-57,UP57,Padrauna
UP,Uttar Pradesh,58,UP-58,UP58,Sant Kabir Nagar
UP,Uttar Pradesh,59,UP-59,UP59,to be alloted
UP,Uttar Pradesh,60,UP-60,UP60,Ballia
UP,Uttar Pradesh,61,UP-61,UP61,Ghazipur
UP,Uttar Pradesh,62,UP-62,UP62,Jaunpur
UP,Uttar Pradesh,63,UP-63,UP63,Mirzapur
UP,Uttar Pradesh,64,UP-64,UP64,Sonbhadra
UP,Uttar Pradesh,65,UP-65,UP65,Varanasi
UP,Uttar Pradesh,66,UP-66,UP66,Bhadohi
UP,Uttar Pradesh,67,UP-67,UP67,Chandauli
UP,Uttar Pradesh,68,UP-68,UP68,to be alloted
UP,Uttar Pradesh,69,UP-69,UP69,to be alloted
UP,Uttar Pradesh,70,UP-70,UP70,Allahabad
UP,Uttar Pradesh,71,UP-71,UP71,Fatehpur
UP,Uttar Pradesh,72,UP-72,UP72,Pratapgarh
UP,Uttar Pradesh,73,UP-73,UP73,Kaushambi
UP,Uttar Pradesh,74,UP-74,UP74,Kannauj
UP,Uttar Pradesh,75,UP-75,UP75,Etawah
UP,Uttar Pradesh,76,UP-76,UP76,Farrukhabad
UP,Uttar Pradesh,77,UP-77,UP77,Kanpur Dehat
UP,Uttar Pradesh,78,UP-78,UP78,Kanpur Urban
UP,Uttar Pradesh,79,UP-79,UP79,Auraiya
UP,Uttar Pradesh,80,UP-80,UP80,Agra
UP,Uttar Pradesh,81,UP-81,UP81,Aligarh
UP,Uttar Pradesh,82,UP-82,UP82,Etah
UP,Uttar Pradesh,83,UP-83,UP83,Firozabad
UP,Uttar Pradesh,84,UP-84,UP84,Mainpuri
UP,Uttar Pradesh,85,UP-85,UP85,Mathura
UP,Uttar Pradesh,86,UP-86,UP86,Mahamaya Nagar
UP,Uttar Pradesh,87,UP-87,UP87,Kanshiram Nagar
UP,Uttar Pradesh,88,UP-88,UP88,to be alloted
UP,Uttar Pradesh,89,UP-89,UP89,to be alloted
UP,Uttar Pradesh,90,UP-90,UP90,Banda
UP,Uttar Pradesh,91,UP-91,UP91,Hamirpur
UP,Uttar Pradesh,92,UP-92,UP92,Jalaun
UP,Uttar Pradesh,93,UP-93,UP93,Jhansi
UP,Uttar Pradesh,94,UP-94,UP94,Lalitpur
UP,Uttar Pradesh,95,UP-95,UP95,Mahoba
UP,Uttar Pradesh,96,UP-96,UP96,Chitrakoot Dham
WB,West Bengal,01,WB-01,WB01,Kolkata exhausted
WB,West Bengal,02,WB-02,WB02,Kolkata
WB,West Bengal,03,WB-03,WB03,Kolkata
WB,West Bengal,04,WB-04,WB04,Kolkata
WB,West Bengal,05,WB-05,WB05,Kolkata
WB,West Bengal,06,WB-06,WB06,Kolkata
WB,West Bengal,07,WB-07,WB07,Kolkata
WB,West Bengal,08,WB-08,WB08,Kolkata to be used
WB,West Bengal,09,WB-09,WB09,Kolkata to be used
WB,West Bengal,10,WB-10,WB10,Kolkata to be used
WB,West Bengal,11,WB-11,WB11,Howrah
WB,West Bengal,12,WB-12,WB12,Howrah /
WB,West Bengal,13,WB-13,WB13,Howrah to be used
WB,West Bengal,14,WB-14,WB14,Howrah till WB14 K
WB,West Bengal,15,WB-15,WB15,Hooghly
WB,West Bengal,16,WB-16,WB16,Hooghly exhausted
WB,West Bengal,18,WB-18,WB18,Hooghly
WB,West Bengal,19,WB-19,WB19,South 24 Parganas / Alipore
WB,West Bengal,20,WB-20,WB20,South 24 Parganas / Alipore exhausted for twowheelers
WB,West Bengal,22,WB-22,WB22,South 24 Parganas / Alipore
WB,West Bengal,23,WB-23,WB23,Barrackpore
WB,West Bengal,24,WB-24,WB24,Barrackpore
WB,West Bengal,25,WB-25,WB25,Barasat
WB,West Bengal,26,WB-26,WB26,Barasat
WB,West Bengal,29,WB-29,WB29,Tamluk
WB,West Bengal,30,WB-30,WB30,Tamluk
WB,West Bengal,31,WB-31,WB31,Contai
WB,West Bengal,32,WB-32,WB32,Contai
WB,West Bengal,33,WB-33,WB33,Midnapur
WB,West Bengal,34,WB-34,WB34,Midnapur
WB,West Bengal,37,WB-37,WB37,Asansol
WB,West Bengal,38,WB-38,WB38,Asansol
WB,West Bengal,39,WB-39,WB39,Durgapur
WB,West Bengal,40,WB-40,WB40,Durgapur
WB,West Bengal,41,WB-41,WB41,Burdwan
WB,West Bengal,42,WB-42,WB42,Burdwan
WB,West Bengal,44,WB-44,WB44,Asansol
WB,West Bengal,51,WB-51,WB51,Nadia
WB,West Bengal,52,WB-52,WB52,Nadia
WB,West Bengal,53,WB-53,WB53,Birbhum
WB,West Bengal,54,WB-54,WB54,Birbhum
WB,West Bengal,55,WB-55,WB55,Purulia
WB,West Bengal,56,WB-56,WB56,Purulia
WB,West Bengal,57,WB-57,WB57,Murshidabad
WB,West Bengal,58,WB-58,WB58,Murshidabad
WB,West Bengal,59,WB-59,WB59,Raiganj
WB,West Bengal,60,WB-60,WB60,Raiganj
WB,West Bengal,61,WB-61,WB61,Balurghat
WB,West Bengal,62,WB-62,WB62,Balurghat
WB,West Bengal,63,WB-63,WB63,Cooch Behar
WB,West Bengal,64,WB-64,WB64,Cooch Behar
WB,West Bengal,65,WB-65,WB65,Malda
WB,West Bengal,66,WB-66,WB66,Malda
WB,West Bengal,67,WB-67,WB67,Bankura
WB,West Bengal,68,WB-68,WB68,Bankura
WB,West Bengal,69,WB-69,WB69,Alipurduar
WB,West Bengal,70,WB-70,WB70,Alipurduar
WB,West Bengal,71,WB-71,WB71,Jalpaiguri
WB,West Bengal,72,WB-72,WB72,Jalpaiguri
WB,West Bengal,73,WB-73,WB73,Siliguri
WB,West Bengal,74,WB-74,WB74,Siliguri
WB,West Bengal,76,WB-76,WB76,Darjeeling
WB,West Bengal,77,WB-77,WB77,Darjeeling
WB,West Bengal,78,WB-78,WB78,Kalimpong
WB,West Bengal,79,WB-79,WB79,Kalimpong
